# old_node_id  xy_node_id  cell_id  hop_distance
503553686 11564 65 3
494714564 11435 65 3
494714521 11427 65 3
215844596 4482 66 3
6895726757 20837 66 3
218318327 4616 67 3
502846874 11544 67 3
218318260 4610 67 3
218318388 4620 67 3
511980757 11595 67 3
1647558393 15419 67 3
1647558371 15417 67 3
1754747122 15745 67 3
713483848 12699 67 3
655207853 12300 67 3
11375586869 22086 67 3
218318283 4612 67 3
253365872 6752 67 3
10702914052 21840 67 3
5649626564 20227 68 3
257037415 6952 68 3
137565571 1649 68 3
251495327 6519 68 3
1022956344 13632 68 3
59741024 825 69 3
180224040 2746 69 3
